,ds,y,view_duration
398,2017-04-17 14:00:00,2144.0,13111284.0
399,2017-04-17 15:00:00,1875.0,12088246.0
400,2017-04-17 16:00:00,2757.0,11759087.0
401,2017-04-17 17:00:00,1855.0,9645828.0
402,2017-04-17 18:00:00,2461.0,12231821.0
403,2017-04-17 19:00:00,2945.0,17519481.0
404,2017-04-17 20:00:00,2780.0,11528593.0
405,2017-04-17 21:00:00,3199.0,15439893.0
406,2017-04-17 22:00:00,2211.0,10313490.0
407,2017-04-17 23:00:00,2022.0,9642070.0
408,2017-04-18 00:00:00,1242.0,4621000.0
409,2017-04-18 01:00:00,224.0,703250.0
410,2017-04-18 02:00:00,237.0,1960000.0
411,2017-04-18 03:00:00,19.0,71000.0
412,2017-04-18 04:00:00,485.0,3247565.0
413,2017-04-18 05:00:00,122.0,356000.0
414,2017-04-18 06:00:00,580.0,2231673.0
415,2017-04-18 07:00:00,991.0,6629066.0
416,2017-04-18 08:00:00,859.0,6922411.0
417,2017-04-18 09:00:00,2406.0,12737083.0
418,2017-04-18 10:00:00,1655.0,7525262.0
419,2017-04-18 11:00:00,1731.0,8330014.0
420,2017-04-18 12:00:00,1350.0,5646729.0
421,2017-04-18 13:00:00,1702.0,9780752.0
422,2017-04-18 14:00:00,1702.0,8427058.0
423,2017-04-18 15:00:00,1462.0,6940929.0
424,2017-04-18 16:00:00,1607.0,4765733.0
425,2017-04-18 17:00:00,1863.0,9031587.0
426,2017-04-18 18:00:00,2243.0,9813058.0
427,2017-04-18 19:00:00,2708.0,10688254.0
428,2017-04-18 20:00:00,2416.0,10884950.0
429,2017-04-18 21:00:00,2005.0,7931384.0
430,2017-04-18 22:00:00,1463.0,7067048.0
431,2017-04-18 23:00:00,2408.0,9989808.0
432,2017-04-19 00:00:00,1940.0,7744914.0
433,2017-04-19 01:00:00,91.0,328500.0
434,2017-04-19 02:00:00,204.0,930000.0
435,2017-04-19 03:00:00,318.0,1341824.0
436,2017-04-19 04:00:00,318.0,1507000.0
437,2017-04-19 05:00:00,204.0,1023000.0
438,2017-04-19 06:00:00,873.0,2761000.0
439,2017-04-19 07:00:00,588.0,2441499.0
440,2017-04-19 08:00:00,1730.0,9936461.0
441,2017-04-19 09:00:00,2167.0,10069623.0
